,Component,Sub-component,Variable,Measure,Country,ISO Code,Year,Value
2130,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Canada,CAN,,0.0709939148073022
2131,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sri Lanka,LKA,,0.0526315789473684
2132,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cyprus,CYP,,0.0764331210191083
2133,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Dominica,DMA,,0.0
2134,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Fiji,FJI,,0.032258064516129
2135,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gabon,GAB,,0.046875
2136,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gambia,GMB,,0.0423076923076923
2137,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Ghana,GHA,,0.0484452456061289
2138,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kiribati,KIR,,0.0
2139,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Grenada,GRD,,0.0
2140,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Guyana,GUY,,0.0
2141,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,India,IND,,0.060122492554925
2142,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Jamaica,JAM,,0.0338983050847458
2143,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kenya,KEN,,0.0438116100766703
2144,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lesotho,LSO,,0.0206185567010309
2145,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malawi,MWI,,0.0441176470588235
2146,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malaysia,MYS,,0.0782442748091603
2147,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Maldives,MDV,,0.0
2148,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malta,MLT,,0.0
2149,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mauritius,MUS,,0.0357142857142857
2150,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mozambique,MOZ,,0.0506666666666667
2151,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Namibia,NAM,,0.0379746835443038
2152,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nauru,NRU,,0.0
2153,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Vanuatu,VUT,,0.0
2154,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,New Zealand,NZL,,0.0505050505050505
2155,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nigeria,NGA,,0.0450949367088608
2156,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pakistan,PAK,,0.0626323218066337
2157,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Papua New Guinea,PNG,,0.037593984962406
2158,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Rwanda,RWA,,0.046195652173913
2159,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Kitts and Nevis,KNA,,0.0
2160,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Lucia,LCA,,0.0
2161,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Vincent and the Grenadines,VCT,,0.0
2162,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Seychelles,SYC,,0.0
2163,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sierra Leone,SLE,,0.0460921843687375
2164,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Singapore,SGP,,0.0932862190812721
2165,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,South Africa,ZAF,,0.0554849639983058
2166,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Eswatini,SWZ,,0.02
2167,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Togo,TGO,,0.0412371134020619
2168,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tonga,TON,,0.0
2169,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Trinidad and Tobago,TTO,,0.029126213592233
2170,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tuvalu,TUV,,0.0
2171,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Uganda,UGA,,0.0481870229007634
2172,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Kingdom,GBR,,0.0218733225979603
2173,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Republic of Tanzania,TZA,,0.0480147737765466
2174,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Samoa,WSM,,0.0
2175,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Zambia,ZMB,,0.046218487394958
2176,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Commonwealth,,,0.102102610794673
2180,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lower-middle income,,,0.105047465891996
2181,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Upper-middle income,,,0.0501662133575098
2183,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Carribean and Americas,,,0.116982836495032
2184,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pacific,,,0.0945516217935128
2185,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Asia,,,0.102007888131947
2186,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Africa,,,0.0728103579588728
2187,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Europe,,,0.0384175824175824
2188,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Antigua and Barbuda,ATG,,0.0
2189,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Australia,AUS,,0.0930844699688921
2190,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bahamas,BHS,,0.0
2191,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bangladesh,BGD,,0.0979192166462668
2192,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Barbados,BRB,,0.0447761194029851
2193,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Botswana,BWA,,0.0
2194,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Belize,BLZ,,0.0
2195,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Solomon Islands,SLB,,0.0
2196,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Brunei Darussalam,BRN,,0.0476190476190476
2197,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cameroon,CMR,,0.073394495412844
2198,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Canada,CAN,,0.117286178274991
2199,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sri Lanka,LKA,,0.087719298245614
2200,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cyprus,CYP,,0.0333333333333333
2201,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Dominica,DMA,,0.0
2202,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Fiji,FJI,,0.0
2203,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gabon,GAB,,0.0
2204,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Gambia,GMB,,0.0
2205,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Ghana,GHA,,0.0771144278606965
2206,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kiribati,KIR,,0.0
2207,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Grenada,GRD,,0.0
2208,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Guyana,GUY,,0.0
2209,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,India,IND,,0.0941949616648412
2210,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Jamaica,JAM,,0.021978021978022
2211,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Kenya,KEN,,0.0794590025359256
2212,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lesotho,LSO,,0.0
2213,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malawi,MWI,,0.0484581497797357
2214,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malaysia,MYS,,0.0488058151609553
2215,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Maldives,MDV,,0.0
2216,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Malta,MLT,,0.0
2217,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mauritius,MUS,,0.0206185567010309
2218,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Mozambique,MOZ,,0.0597609561752988
2219,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Namibia,NAM,,0.0
2220,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nauru,NRU,,0.0
2221,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Vanuatu,VUT,,0.0
2222,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,New Zealand,NZL,,0.0948905109489051
2223,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Nigeria,NGA,,0.0751665080875357
2224,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pakistan,PAK,,0.090964590964591
2225,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Papua New Guinea,PNG,,0.0572916666666667
2226,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Rwanda,RWA,,0.0508474576271186
2227,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Kitts and Nevis,KNA,,0.0
2228,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Lucia,LCA,,0.0
2229,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Saint Vincent and the Grenadines,VCT,,0.0
2230,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Seychelles,SYC,,0.0
2231,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sierra Leone,SLE,,0.0447761194029851
2232,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Singapore,SGP,,0.0834454912516824
2233,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,South Africa,ZAF,,0.0337423312883436
2234,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Eswatini,SWZ,,0.0
2235,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Togo,TGO,,0.0474777448071217
2236,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tonga,TON,,0.0
2237,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Trinidad and Tobago,TTO,,0.0714285714285714
2238,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Tuvalu,TUV,,0.0
2239,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Uganda,UGA,,0.0625
2240,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Kingdom,GBR,,0.037482646922721
2241,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,United Republic of Tanzania,TZA,,0.0616438356164384
2242,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Samoa,WSM,,0.0
2243,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Zambia,ZMB,,0.0625
2244,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Commonwealth,,,0.0292507333941149
2248,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Lower-middle income,,,0.0019538368090706
2249,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Upper-middle income,,,0.0015409399733837
2251,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Carribean and Americas,,,0.0428640038421516
2252,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Pacific,,,0.006337681516121
2253,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Asia,,,0.0017953662452147
2254,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Africa,,,0.0017290354452266
2255,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Europe,,,0.0344168997781422
2256,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Antigua and Barbuda,ATG,,0.0
2257,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Australia,AUS,,0.0061467230781511
2258,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bahamas,BHS,,0.0
2259,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Bangladesh,BGD,,0.0024574855008355
2260,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Barbados,BRB,,0.0
2261,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Botswana,BWA,,0.0
2262,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Belize,BLZ,,0.0
2263,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Solomon Islands,SLB,,0.0
2264,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Brunei Darussalam,BRN,,0.0
2265,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cameroon,CMR,,0.0
2266,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Canada,CAN,,0.0409426802476533
2267,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Sri Lanka,LKA,,0.0016538037486218
2268,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Cyprus,CYP,,0.0106761565836299
2269,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Dominica,DMA,,0.0
2270,Outputs,Personal healthcare services,Access to imaging services,Lower Bound,Fiji,FJI,,0.0
